gene_id	GSM898301	GSM898302	GSM898303	GSM898304	GSM898306	GSM898307	GSM898308
ABCA6	3.35658626623758	3.61744456730685	4.12835686936929	4.2378380916772	7.88498524438616	7.27259422424374	7.0693023068303
ABCA7	5.60382836212112	6.21214019257354	5.49472671284861	5.74485360191256	5.01508884121956	5.0999551539626	5.20012366859174
ABCA8	5.87255902961021	6.72213602341978	7.22114388807715	7.84546614375874	10.9988532326116	10.5952872288023	10.5383315713408
ABCB1	4.73392125372483	4.68401588843914	4.77934123435776	4.71163323366822	5.37248539499813	6.39196244096295	6.60547264097519
ABCB11	3.79936114364024	3.84174586855224	3.95734259489817	3.70629815610007	3.92028327559526	3.65825556324527	3.7295719320469
ABCB4	4.0164115321278	3.98027621581169	3.8487371732108	3.96164126600856	4.38133592046043	5.57192832111989	5.63683375005699
ABCB6	8.15483866763284	7.87907059476252	7.35040864269831	7.07970724841774	7.65079040480074	7.05678476668261	7.41520193924818
ABCB7	7.70245895327465	8.34266911809667	8.12600830320337	8.21612106582447	8.0582493381593	8.06370180950882	8.06253503805117
ABCB8	3.55767826015538	3.89690424114942	3.39766306815142	3.61011911827104	3.48751621384787	3.44685387954626	3.24123880350135
ABCB9	6.55989432973557	5.94485896370941	6.18250564585647	5.80203816214519	5.03287092812199	5.13806243791402	5.73817416575545
ABCC1	8.97856995324005	8.35281312688556	8.23539769041992	8.06987543326373	7.00838610654098	7.34803174936716	7.00552739168903
ABCC10	7.44822859376156	7.29141475840466	7.09743041299063	7.21283950084494	6.44519976327043	6.5449439406626	6.23495997317889
ABCC2	3.76369253949382	3.7603689656413	3.67553846433894	3.62878309318857	3.95433570914933	3.45880654595209	3.6863024300296
ABCC3	6.97218073931946	8.14296339966877	7.36439906887085	7.53701831589874	5.06576539625084	6.42122341550711	5.89407021032114
ABCC4	5.18156515685471	4.34249169468586	5.62734642438018	5.01687341665961	4.51798704042007	4.33114826135898	3.65567397462474
ABCC5	7.92479541904267	6.31999486969068	7.44435726025628	6.95866178876938	6.33442393687782	6.25442192945231	6.58709708776108
ABCC6	6.30387407162577	5.69213518367782	5.46716472142297	4.79048326141987	5.19395055028041	5.15506347743916	5.27041243223108
ABCC8	3.93515809111161	3.86730803572158	4.08540770068272	4.20815227481118	4.64282424606686	4.77708504502199	4.17803275800079
ABCC9	3.71751472083984	3.64650863942063	3.69344704353292	3.35305489636313	4.36368967550139	4.94041945805126	4.91309754997941
ABCD1	5.37454051502436	5.4876513204438	5.34077759084976	5.49474433703229	5.118805225079	5.30997811296094	4.88441426740758
ABCD1P2	4.79298208052988	4.52329924150023	4.80129743114915	4.97738623398563	4.57821769185921	4.48003678534758	4.6074720053319
ABCD2	2.87741205905693	2.92476563274363	2.91062599396315	2.96894750119186	2.79443817157893	2.97884082135078	2.84871162750609
ABCD3	3.13858655485325	3.01982192942908	3.2243104384394	3.17097863858271	3.65050581510726	3.91877927257503	3.48929930628134
ABCD4	7.64848174364338	7.59038641067963	7.27795844921594	7.3179898370917	7.26235311203681	7.5458930766747	7.68764741106341
ABCE1	8.17644680328032	8.4191135094351	8.43438645799411	8.28157277508729	8.63816194546601	8.85035373360455	8.49877398412416
ABCF1	9.11221280694736	9.25857963885517	8.7661292853137	8.75745227553511	8.12842768997739	7.97956672305023	7.8493635644005
ABCF2	7.24075497857916	7.50704033861069	7.66759018080016	7.63821487733784	6.37385848474366	7.02232565761159	6.31277731069559
ABCF3	7.67968398271269	7.36615754375346	7.50927117050129	7.33775211080797	7.04685525730514	6.75645518722929	6.89330688288038
ABCG1	5.65106442803111	6.01525833566237	5.9260974444289	5.60747168823321	7.05524116819323	6.93781585610397	7.38050938124113
ABCG2	4.61542228856477	4.47459572111484	4.50799575867498	4.31329526085324	7.20851685916256	6.20550474188111	6.68446309421965
ABCG4	5.76577220235458	5.36237190216178	5.46781512617725	5.43381682494934	5.06709278554562	5.23349302380638	5.01718670683185
ABCG5	3.83626861223457	3.56345912320743	3.65291232698827	3.67325428024819	3.77072692910276	3.32713026548945	3.83198085885901
ABHD10	6.40266389109038	5.05139645685826	6.27581004874556	5.47534386124653	6.41002130076184	7.06357812401765	6.38863046181303
ABHD11	9.53283548791534	9.66017097683961	9.22222128351286	9.28278646424893	6.3431177259326	6.57218513435454	6.69849071677753
ABHD14A	6.70555360767709	6.5439668946334	6.0138279053489	6.78236442863987	6.71402754196841	6.62532961339958	6.28854252565444
ABHD14A-ACY1	7.8458553959208	7.50010000210163	7.42136069197869	8.11743819979574	5.87343996421667	6.4425585584714	6.22205548367811
ABHD17A	8.13649365961265	8.25727165186706	8.18237542520072	8.69351670769133	8.20901538953044	8.16662532289164	8.17712098171876
ABHD17B	7.03299250338467	6.97933131282758	7.12440399870238	7.04583051120365	7.82938217540466	8.04230169280206	7.86537757264989
ABHD2	5.49911099664037	5.84977735119235	6.17117437488745	6.99743364031951	8.26363076770633	7.68884967976076	7.64441545805247
ABHD3	5.28995409942573	6.15493045339077	6.03599043099099	5.75471973575656	6.10338868004728	6.25622902247245	5.60431236721909
ABHD4	7.87708884473355	8.33831151846039	7.54975532218107	7.58394109814392	7.57556588530098	7.98582024608234	7.61190145486778
ABHD5	4.90128786137672	5.43296509404632	4.93151458065804	5.36887082270717	3.76762351405503	4.57030878840405	4.81037692699656
ABHD6	5.51641132954178	5.05959274902795	4.79873076179627	4.55454770062852	5.53648962361834	5.46298888937784	4.97294895591801
ABHD8	6.41471738929159	5.62115003558071	6.00090157862632	5.94238071414497	5.93816868025672	5.93638416035046	5.56146056548166
ABI1	7.04181269553248	7.48075941780299	8.36435170186174	7.91535194768819	7.37673819906797	8.2559681458642	7.46708554130167
ABI2	4.08035281237401	4.15484940534054	4.21404866637965	4.12861460874447	6.01933402491552	4.84733776304731	4.27074350124098
ABI3BP	4.262119097247	4.33534151545109	5.39581566007193	4.02287637297999	8.07729860624653	5.88200677037923	7.9932429243022
ABL1	8.77809471235273	7.90193965950002	7.77739731206452	8.06119916414347	8.63802247649754	8.66751760211367	8.56151112457012
ABL2	7.44705171522533	7.20451406072201	6.810123667575	7.41140987802544	6.99631153981129	6.36829505846434	6.29954217278673
ABLIM1	5.81543848513628	5.84418788331836	5.70623541578683	5.82988479622751	7.86547778720621	6.60196260325843	7.88918257482841
ABLIM3	4.6171857366648	4.76671407720564	4.82980896052613	4.95462751984597	4.63727927035183	5.1977356665917	5.30086951828694
ABO	4.2093584288156	3.96797446688894	3.90132158798048	3.8967093443884	4.59219180204253	3.86228450076337	4.07926640884817
abParts	5.43347445543058	5.21796261862739	5.53852431827118	5.38440216577101	5.06415469503999	4.73863380830447	6.09371152369204
ABR	7.45340659350431	7.63642684382894	7.34054293955475	7.43086683483319	7.63679905988301	7.65413850111182	7.43448921841684
ABT1	7.66754218207266	7.48041895921551	7.12969945030409	7.74593539144714	7.22036524889621	7.34092884806719	7.07807391740912
ABTB2	5.76799313475219	5.66737998587645	5.34814625042409	5.31357321417919	5.18404932888845	4.9550074776457	4.99166723252144
AC002310.7	4.59955715769225	4.45484594718371	4.48293945001201	4.46066901421539	4.39965057233634	4.26404839166696	4.53997900809818
AC003989.4	6.10821944777527	6.20096041474708	6.14477143904017	6.21767986381614	5.46082330018703	5.48276240410819	5.88089083789146
AC004490.1	3.48827242177499	3.54812780042469	3.73465916952913	3.49864065564149	3.55410183783569	3.66096598561916	3.68319061636715
AC004692.5	7.65444195819937	7.5825363167064	8.4614111030154	8.41425205588545	8.20455250478257	8.45949613983432	8.15556887354736
AC004941.5	6.05433766980629	6.18636080705067	5.97552870654075	5.77540651119414	6.09018511390268	6.36757952583239	5.79355711233769
AC005838.2	3.52042137112654	3.71108684837237	3.68112623292421	3.62906524680842	3.35508886910104	3.27253974793176	4.24920328100898
AC007292.3	6.12123510719381	6.25109714690727	6.06403074719324	6.31970419750747	6.91196939984938	5.96084873613327	6.00909520337313
AC007389.3	5.38627227797745	5.49247617518132	5.1351726861755	4.46519940355619	4.38390227697189	4.02300047335687	4.47073732450371
AC007967.3	5.56278320692723	5.40709837381614	5.61835176080717	5.48766180755438	4.63025373623578	5.19287166813601	5.30002249140119
AC009237.8	8.65625712535557	7.37283188565955	7.38178107627748	7.6311493197141	6.01951439730962	5.83928497507849	5.56445461567706
AC009947.3	3.53687075915591	3.7298365646825	3.54479909946854	3.66245809906718	3.76762351405503	3.36963969431741	3.52005121077492
AC012065.7	4.85628464646386	4.78700162422932	4.60462164828697	4.81281440004065	5.40628501385816	4.556178872286	5.22227649307542
AC068039.4	5.60752526307954	5.25081729579596	5.87828430939862	5.41657104105587	5.78403570685765	5.57186952426473	6.08121530270067
AC074212.6	4.86413091929945	4.41865387807575	4.83431190869022	4.68307324819581	4.22650513882139	4.11316718276334	3.65425954479834
AC084219.3	3.90748155093414	3.58066170192417	3.28560493443652	3.70887216699792	3.57339771553174	3.49629964490392	3.58498882647631
AC104537.2	3.01697341574023	2.96121165156573	3.12363266069745	2.93564223342442	3.16349208824032	3.0890962720854	3.30105171222692
AC128677.4	6.11275334051956	6.24985197521361	6.25311271104537	6.34405765734376	5.97231888283539	5.85907234913898	7.7118235905546
ACAA1	7.64149963940741	7.52383107046168	7.38662042140953	7.64848611098717	6.83796849025198	7.31171370514887	7.31158798155835
ACAA2	5.87215112792314	5.44010304454684	5.95185308822369	5.4473042719976	7.05946751908762	7.13178947708483	7.28996147020591
ACACA	8.53529043403648	8.15396294584386	8.18292621475224	7.63608110987091	7.48384302122853	7.55900198500351	7.6717175003198
ACACB	7.67427242067437	6.86461886049781	6.42186752028548	7.2720919736847	8.03888763169902	7.36385701477731	8.36389775357424
ACAD10	4.64440491990779	4.11434214225559	4.56521077461992	4.34389410581664	4.62923399461538	4.74123662476972	4.36488150052783
ACAD8	7.10992379835856	6.59450420989186	6.27389038008638	6.93145199847237	6.46160846489307	6.90143727231502	6.37826920199929
ACADL	4.01866774005962	3.99380969018803	4.14819830483805	3.81128508868459	8.15106968207301	8.02234019560873	8.19109002340652
ACADM	7.68559813100487	8.46708518547709	8.60879144849638	8.55265445401216	9.4413063368859	9.90744831282801	9.40468611807426
ACADS	6.08223176416015	5.92347210973534	5.79136531655147	5.82134749391802	5.27868695301953	4.92528751286015	5.01858711279121
ACADSB	5.98458210443526	6.27070945937531	5.76312454381845	5.64009472472257	7.37072474225542	7.52418988310404	7.28644670466914
ACADVL	9.88519003161653	9.75904547900871	10.1889724952336	9.89297988677159	9.06786368545172	9.28712018814386	9.34268335348247
ACAN	3.89717911577457	3.796317716492	3.83381824111004	3.89422927925782	3.75368350467061	3.7051009509011	4.1837254767509
ACAP1	5.04566478376963	4.67237127586796	5.06518539881361	4.64657533508558	4.2859797748167	4.52870019007902	4.11797891623582
ACAP2	5.12178443922699	5.11156016653421	5.4544236972394	5.36931274395436	4.6797504245991	4.63457642312465	4.73051510325475
ACAT1	3.9623367450995	4.04269482043561	3.44351316318606	3.93199080235066	5.80232692176825	4.70804074872399	4.96182971422711
ACAT2	6.74174725680036	7.48373985859666	7.1931506160895	6.42579589206608	7.402056382822	7.39438739854446	7.51862316977429
ACBD3	5.54694832167841	5.4061757228022	5.44635032338763	5.486669509719	5.7915702255559	5.43177699301731	4.945902411191
ACBD4	7.62141941254872	6.87447278857262	6.96698627593513	7.24380338947658	7.02192300900215	7.18696261727594	7.25744757212229
ACD	7.4628252894889	7.68725536334863	7.00147408815651	7.1380894675536	7.77558518706892	7.66175094390096	7.85660406382216
ACE	5.79231319221642	5.26277857021789	5.43422614960545	5.36335439488714	4.74671717196264	4.45139552795493	5.27089526685327
ACE2	4.10417892473214	4.18162684451551	4.30131666298469	4.22621493822669	3.9003066393358	4.2168685591108	4.22318359236659
ACHE	5.25105182703742	5.47893810107019	5.29281310757931	5.24592453066001	5.31578593728989	4.8869133321963	4.50816447043228
ACIN1	7.1860884328174	7.36738959956885	7.217276220268	7.20401054573114	6.52873076772984	6.92680071636707	6.68891385453711
ACKR1	5.48550525780904	6.45713221219285	6.25412187030851	6.60910169949576	4.52249113690407	4.22388697267874	4.84420527190896
ACKR2	4.81546939614464	4.10479034405045	4.18892982917874	4.41660291514793	4.11931816089882	3.88011958400455	4.18075082209801
ACKR3	7.99463911376804	7.92298290771101	7.22285193586739	7.54463470956205	6.71299077360417	7.2587421625594	6.00697220898358
ACKR4	3.35390434543509	3.17578543136931	3.32316913975035	3.18264862471087	3.31173943867887	3.29661501633586	3.81610823427821
ACLY	6.61417311296422	6.39290836452181	6.75800734457281	6.2463803467953	5.74815678222012	5.93382972004281	4.90506372893525
ACN9	4.842024012071	5.19052370736607	5.57418076666209	5.55931596561923	4.73942017352656	5.31304603169793	5.17734922404869
ACO1	7.44296781232559	7.18300845066689	7.16863390726174	7.11673492019985	7.62628895126107	7.6585268650791	7.51862316977429
ACO2	9.09859039466082	8.68159253051485	9.33007824889144	8.67319973248778	8.07266446830542	8.28904394358856	8.07038073083337
ACOT1	6.01770559440029	6.10518087680303	5.52556761282519	5.70978719066583	6.09363911876031	6.49472321543083	6.1803554905967
ACOT11	6.18494581737102	5.82033519680195	7.47041181415518	6.29206782329329	7.3189326304592	6.14419423733437	6.10861332565992
ACOT13	7.2051948034188	6.5105036112302	6.90683337481208	6.9703256344884	6.00228030226001	6.87657421862662	6.4657203106441
ACOT7	6.76152640508677	8.36121914557981	6.78691952946407	6.58409845985726	6.35846627584584	6.17261726661619	6.05755562355328
ACOT8	4.22502622723237	4.55262982143156	3.99390608481375	4.09359920332907	3.6152886397643	3.1893921338179	3.18568565621605
ACOT9	7.78810127793881	8.63450936273235	7.67287982714848	7.50720915505114	7.58178508676697	7.80555925030121	7.7256130831921
ACOX1	8.09893072298864	8.00279357838292	7.98083184032881	7.76786396266257	7.32346581243987	7.33263180889236	7.31284837257438
ACOX2	6.54302371668282	6.64263140357497	6.09024078514966	6.19737301780711	7.3888319584719	7.77688287816868	7.75363781170576
ACOX3	5.71807968609273	4.84025315875582	5.43083216237774	5.65054301122228	5.98619524713856	5.73790554408248	6.92813277311748
ACOXL	5.24780397979958	4.3716323976217	4.25457238697259	4.50882133797785	4.03151293277911	4.01637486235242	4.34147360678602
ACP1	7.27838846757374	7.9826072548298	7.82095237574572	7.7523551455408	6.10500651420264	6.4837341619298	5.66718180994981
ACP2	8.2543029392069	8.21840346549271	8.12221521414559	7.73764013177768	6.74773797266014	7.14117978892203	6.90030591737587
ACP5	7.51816407020254	7.87342066410675	7.90839403703325	7.24574682482526	7.27830469201675	6.73127931619595	7.17788638632024
ACP6	8.83815127855341	8.58945778425793	7.64300276668442	9.15769020137667	7.48514684719651	6.74054030702817	7.79100190410938
ACPP	5.87922568802441	6.34027656413937	9.11211921343774	5.26839949663942	4.71589037231592	5.71520296113293	4.6412381272574
ACR	4.4210368568406	3.98749768412448	4.00085116836036	4.07240576553155	3.6581092010097	3.79444998078674	3.88116250785962
ACRV1	3.87463531524804	3.9969453441436	4.02965724977281	4.16916272146202	4.08304119856388	4.11596661153833	4.92561841096274
ACSBG1	3.8418525848151	3.6819738205939	3.53766697724443	3.54142238032524	3.32742806279676	3.42853350380135	3.59909963844362
ACSBG2	4.06059036130281	4.10886424584805	4.16206951289055	4.00508700899833	4.21621512974914	3.98037592295475	4.19963166041859
ACSF2	8.38306502634983	8.12469913297952	8.29630231502276	7.79389128557801	7.8113406752719	7.69344798663612	7.6900563745996
ACSL1	5.48303522627922	5.89444549863454	6.04438029022293	7.05252088461055	6.22732563332776	6.29694233071235	5.26303992703595
ACSL3	7.27932140367802	7.68951626960271	8.05999975068059	7.85223660335628	9.07947462000703	8.75556379065448	9.09837172185227
ACSL4	5.50548730012744	4.78080332844713	5.43357903913165	5.56530124985043	5.50548730012744	5.13567336561607	4.7592405960335
ACSL5	6.58308744847754	7.2255885583372	7.24885337326509	7.15853402656947	6.41959150655418	6.31813601859862	6.44507121160004
ACSL6	3.07699580459864	3.2352562608665	3.20606037664623	3.41905031461506	3.32910473714721	2.87208281469848	3.37848733623583
ACSM1	3.90648091812497	3.87630872341384	3.99637542839413	3.98874359936957	3.8007234653304	3.42599942808639	3.82765998303626
ACSM2A	3.44732821444309	3.29381669671945	3.46149450058305	3.14191804609101	3.14316246089466	3.56653007929301	3.25252137330463
ACSM3	5.06191628915956	5.21485549932264	4.67795280652159	4.6130805581679	7.90665883406816	7.3381587460542	6.18575728270453
ACSM5	4.67092058548663	4.46637619416035	4.64033624299835	4.73633904911064	4.57417260453892	4.17669282639301	4.73447864102036
ACSS3	6.22809904644102	6.51936772187824	6.616948943783	6.58821336162969	8.50873192947524	8.38584596226041	8.58246717085425
ACTA1	3.54365845101398	3.55161838871125	3.84261806311068	3.75959421817234	3.02562157856428	3.33726148680545	3.61964185359101
ACTA2	5.12127756220759	6.27588891025313	4.49859868749239	6.01814016582294	4.47061955509829	4.08196554949721	4.24412232782489
ACTB	10.0134991434536	9.66593247011774	10.3911904954694	10.3655483854763	9.75755033708663	10.6089325621107	8.97986076833961
ACTBP9	5.44584378700108	5.30335256032705	5.7370460946954	5.9110968769389	5.5526364994233	5.97290216309442	5.58735010687055
ACTC1	4.99726066034784	5.16243222307346	5.15201020247565	5.18116921465186	5.27388665583602	5.05645966678583	5.0984733466092
ACTG1P4	9.9624968881174	8.07782480170363	11.4019844996736	8.45093793618243	7.90357321674594	8.56952181751495	8.53853979618653
ACTG2	5.65603902789811	6.3573707243752	5.23403603255969	5.14825910052923	5.76506809850733	4.34783169503684	4.03005176926097
ACTL6A	7.7704182648362	8.49153543195207	8.3700274577577	8.21800252968973	7.69105358753954	7.79276549766345	7.47949206446432
ACTL6B	4.45145280322911	4.34886133582154	4.45024201447587	4.14945131345884	4.41487759146615	4.10805535272033	4.13032865164706
ACTL7A	4.45862857689719	4.16693562353893	4.4407272792754	4.5553601772227	4.60990423086608	4.77262915832577	4.60112237470226
ACTL7B	4.10940745915474	4.05636379513347	4.21596537632567	4.05636379513347	3.58625258077261	3.84072365738146	3.76757517805167
ACTL8	6.89587915742803	5.36741347906432	5.74348690000486	5.33309053234716	4.70514055150054	5.16092226333902	5.59113372746361
ACTN1	10.3607633776036	10.324089625085	10.1165261754778	9.94333339621575	8.34434990404953	8.41719770769541	8.08761060907079
ACTN2	4.39635866583595	3.45017747453768	3.46830043956552	3.58280304149176	3.33485286704687	3.22172145968408	3.34588523831142
ACTN3	4.19621998136116	4.42552575810797	4.1877310542649	4.27846068123383	4.17953366519737	3.70344013687252	4.18131774285482
ACTN4	10.4352350650621	10.8540070450418	9.94072561627422	10.0749848011209	8.89395838939924	8.65779724267367	9.1073682297344
ACTR10	9.48312968320488	9.14793062990442	9.77821918631994	9.57780432562688	10.0936299204316	10.2713115361989	9.9970807383875
ACTR1A	6.97150009181475	7.62679758842901	7.00085887726112	7.34695122928964	6.36898673591566	6.49895752265181	6.0034354993663
ACTR1B	8.46578381828448	8.22491780913032	8.08057219872114	8.40591354926799	7.8215132197124	8.07518522233908	8.05163117519831
ACTR2	6.08407017827243	6.45179787673442	7.37174344484727	7.38261480927776	6.05283860118676	6.25412171683683	5.64465431659595
ACTR3	5.52228661434224	5.50827470911326	5.77115459561589	5.88772301585703	7.30488219388001	7.64761929720671	6.55349783165365
ACTR3B	8.16666860929442	7.61289509218358	7.72641804790953	7.82898146797189	6.7453202834967	6.92253722772663	6.47163509873882
ACTR3P2	3.13742799770796	3.05692796440522	3.17937496294784	2.95119847758647	2.97058846731821	3.01556747400547	3.17508181957563
ACTR5	7.56792709695772	6.95856072106206	7.35972893762288	7.09688186801508	6.81992299308531	6.37249363542677	6.9963105582223
ACTR6	6.92341082657957	7.23421583323581	7.19348779860919	7.17891405356644	7.70733282271594	7.83871094941262	7.87880044652227
ACTR8	4.7462010122246	4.74262633305591	4.91691003675766	4.87633020606929	5.55141311261376	5.16218482014134	5.13128423282718
ACVR1	7.58493386185808	7.86580285218629	7.83652595666601	7.77190538468199	8.17926813563079	8.90969417806901	8.61711047203539
ACVR1B	8.57027955086513	8.49442466297001	8.66176452090036	8.09043467524351	7.84277092772147	7.58127158987725	7.45488926666205
ACVR2A	6.29931710253644	5.91183998059434	6.72522211858391	6.7869467286378	7.24306000124757	7.55641782764588	7.97272282872941
ACVR2B	7.29508697826338	7.33255307955134	7.07021960285685	7.20025291155347	7.9812552201634	7.15729499642812	7.31284837257438
ACVR2B-AS1	4.88649156525956	4.63065909958062	5.12948183152087	5.13916948427605	5.07880620099627	5.18367642599328	5.49514930453593
ACVRL1	5.5299049729661	5.70155828974167	5.71026730166462	5.69548586037443	4.54530898313706	4.49204551243322	5.01617292438165
ACYP1	7.78095890180587	7.40260635791474	7.26767096892378	7.17168008995391	6.562545419171	7.20732919845744	6.83152981531272
ACYP2	6.14211517386259	5.39950286619841	6.30982839969172	6.46795913712719	6.18107427575102	7.22886627101116	5.8715283637934
ADA	6.72837925748605	7.41195905021588	6.89460128715664	7.08304209752678	5.24886050789808	5.53824779456843	5.41822148576811
ADAM10	4.67987093875177	5.37592254280666	5.0185549860655	5.84946007253006	4.31514982619575	4.67161326390066	3.69377823443759
ADAM11	5.22000323361548	4.62709301998581	4.88274750083774	4.87943523734575	4.80314043705425	4.51796092982458	4.65635285166172
ADAM12	4.57974268165141	6.01215017889327	4.45089585919797	6.70164700243128	8.88148472590875	6.4341474625219	5.35594618848136
ADAM15	7.45552421520907	7.51975724635008	7.18222202053228	7.54581254209329	6.55473925313673	6.56327855643753	6.55843980150362
ADAM17	8.24371188679101	8.10637374655635	8.61653483452081	7.94962574554206	7.5077644277555	7.47378928080151	7.39047991288175
ADAM18	3.02603385814584	2.98623979821313	2.92349615340451	2.98623979821313	3.15101687999229	3.17626659306709	3.20683475925053
ADAM19	4.5861103646147	5.11049728273299	5.32379938803911	5.20359771998563	5.39479644805073	5.02749557299735	4.90147514495982
ADAM2	3.32045442432866	3.07340537029518	2.93331597571355	2.93511917298623	2.86444200999813	2.9485846023965	2.85787386117818
ADAM20	4.47078805145684	4.49247790641394	4.38577025080509	4.37229870573818	4.2506887840881	4.29278360081512	4.15901200151707
ADAM21	5.12298387404604	3.82219059644705	4.10435028556283	4.10560793101276	3.41117728449786	3.66728181143298	3.8784014324683
ADAM22	3.87770335124018	3.51337416334086	3.82045316260295	3.63077901120216	7.00127954124661	4.64738912507227	6.3772407452856
ADAM23	3.41505361036816	3.42599942808639	3.55966784045177	2.86656853954722	3.56065018171594	4.28763183716479	3.89731168694852
ADAM28	5.35355806973668	5.58177233103433	6.78686515252492	6.77293531853958	4.02697620458611	5.82623493345752	4.4952685539388
ADAM29	3.40642439704876	3.51493711419701	3.33147523631002	3.4633456428603	3.07654009382081	3.49853175151484	3.32967797463276
ADAM30	3.87641814776794	4.17169612325911	4.00195833431637	4.00596732411066	3.76466412904105	3.75889479097392	3.68953211432429
ADAM3A	3.11112441253615	3.00795676058296	2.9918699119331	3.01995363374618	2.90615376518954	3.00059495929045	3.09414988049606
ADAM3B	3.22163986698973	3.30884742229581	2.94872956608378	3.19673747706118	3.42300114666512	3.13774820939523	3.00557691457284
ADAM5	3.67045732904739	3.46139323923229	3.63345713571328	3.62678809288402	3.72599581172484	3.67090615972223	4.18435959275181
ADAM7	3.27656390850616	3.43867857077533	3.00920903381542	3.2316637501783	3.63778085334981	3.49440805754689	3.42008240266057
ADAM8	6.58755999836598	6.52938805866881	7.4299252371746	6.70624219668512	4.97008346930316	5.09746414886882	5.46870846466924
ADAM9	8.09828146382533	8.18642991129144	8.26325130406268	9.1596417452254	7.85411968735373	8.63418439597701	7.66864195363881
ADAMDEC1	3.4018361597808	3.88838588798024	7.05536187768025	3.99425360522975	3.02379311920839	3.16465135788696	3.53147535186602
ADAMTS1	5.3385494403464	7.11438053236967	7.50272800729803	7.26795714381655	8.76567613580312	5.34637406137742	7.78470148916126
ADAMTS12	5.15369551872019	6.07611171492436	5.33440455504862	6.46644840116689	5.77307106451753	4.84828416967298	5.23524687521629
ADAMTS13	6.64222925823405	5.60834951517125	5.5064624190781	5.77713894671461	5.17563973161919	5.1069840349479	5.21782475474727
ADAMTS2	5.75063893889466	6.3485293732586	5.52007957196913	7.68394780598015	4.21291767753781	5.26448328704472	6.01951439730962
ADAMTS20	2.92301258808642	3.01062574232333	2.9260870425532	2.88311379338333	3.21895078378995	3.177439310744	3.0775446221913
ADAMTS3	3.83947449214516	4.22502961189383	4.08332486693276	4.51687007310168	5.90724128757157	6.43347252324868	6.20015896220947
