gene_id	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_S5_Slot1_7_1_8641	Clinspect_E_coli_A_S7_Slot1_24_1_8673	Clinspect_E_coli_A_S14_Slot1_11_1_8645	Clinspect_E_coli_A_S20_Slot1_20_1_8669	Clinspect_E_coli_A_S23_Slot1_8_1_8642	Clinspect_E_coli_A_S29_Slot1_19_1_8667	Clinspect_E_coli_A_S34_Slot1_18_1_8666	Clinspect_E_coli_A_S39_Slot1_26_1_8675	Clinspect_E_coli_A_S42_Slot1_21_1_8670	Clinspect_E_coli_A_S47_Slot1_14_1_8648	Clinspect_E_coli_B_S53_Slot1_22_1_8671	Clinspect_E_coli_B_S58_Slot1_5_1_8639	Clinspect_E_coli_B_S62_Slot1_16_1_8664	Clinspect_E_coli_B_S66_Slot1_13_1_8647	Clinspect_E_coli_B_S78_Slot1_17_1_8665	Clinspect_E_coli_B_S85_Slot1_12_1_8646	Clinspect_E_coli_B_S86_Slot1_4_1_8638	Clinspect_E_coli_B_S91_Slot1_25_1_8674	Clinspect_E_coli_B_S98_Slot1_9_1_8643	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	S20230516_EXPL1_LiSc_SA_S610_RT_25_s2	S20230516_EXPL1_LiSc_SA_S610_RT_26_s9	S20230516_EXPL1_LiSc_SA_S610_RT_27_s12	S20230516_EXPL1_LiSc_SA_S610_RT_28_s17	S20230516_EXPL1_LiSc_SA_S610_RT_29_s24	S20230516_EXPL1_LiSc_SA_S610_RT_30_s30	S20230516_EXPL1_LiSc_SA_S610_RT_31_s33	S20230516_EXPL1_LiSc_SA_S610_RT_32_s38	S20230516_EXPL1_LiSc_SA_S610_RT_33_s44	S20230516_EXPL1_LiSc_SA_S610_RT_34_s48	S20230516_EXPL1_LiSc_SA_S610_RT_35_s51	S20230516_EXPL1_LiSc_SA_S610_RT_36_s56	S20230516_EXPL1_LiSc_SA_S610_RT_37_s63	S20230516_EXPL1_LiSc_SA_S610_RT_38_s68	S20230516_EXPL1_LiSc_SA_S610_RT_39_s72	S20230516_EXPL1_LiSc_SA_S610_RT_40_s80	S20230516_EXPL1_LiSc_SA_S610_RT_41_s81	S20230516_EXPL1_LiSc_SA_S610_RT_42_s89	S20230516_EXPL1_LiSc_SA_S610_RT_43_s92	S20230516_EXPL1_LiSc_SA_S610_RT_44_s96	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P0AAR3	21.3414092080273	21.0658756277893	21.1344826157222	21.4500631253691	21.3312397595903	21.3956979063912	21.1902266949807	21.0087967172619	21.3057832687347	21.3379100186269	21.8329149818516	21.6305595994634	21.8148403941775	21.80429747031	21.6890939523374	21.7725179617378	21.6647032821586	21.7261884277408	21.9031658774507	21.6502927486237	20.9331290214302	21.4365479382135	21.171311706011	21.2439613544216	21.2573933613694	21.0482754228077	21.4152390990235	21.3314748470086	21.3125315945317	21.1145257787929	21.7167244305674	21.7070959460859	21.6901422916902	21.8258933537258	21.9234855477495	21.5724922159854	21.9001945642225	21.836619199788	21.8386114464858	21.5531129611127	21.3545118622381	21.3200775348728	21.3338673967176	21.2758741488377	21.4674539601948	21.1818344572907	21.0922531879549	21.4671127037392	21.8835331925157	21.7311606170095	21.780923035858	21.4870651667793	21.4955640486124	21.4999939368678	21.7244645050106	21.6958391631427	21.8346210128559	21.6233451100453	21.1119911020707	21.202138732489	21.3570736646443	21.1197159938962	21.1615959570061	21.1852842750565	21.2293493594614	21.2027955107836	20.9321650115696	21.1307532411195	21.7907550548683	21.8477661807469	22.1103545780468	21.6226265722338	21.8002680443836	21.9387595240611	21.7277008459991	21.8427223644132	21.8868749426772	21.791601477905	21.310502256383	21.2768889993226	21.4225327460656	21.5438325126648	21.3870900154334	21.2830546511311	21.323598107317	21.3078468530464	21.2110400282314	21.1783028653649	21.8942662231975	21.7380855149923	21.6417086059707	21.6666241705156	21.6109408312468	21.7359570347237	21.6918089927769	21.6606701417171	21.5509354559754	21.5929194803043
P0AAS0	20.0286462722048	20.1825833264155	19.9102194620358	19.7224025295572	19.3280119772808	19.9614327211575	19.9467045439058	19.4750987198686	19.9229365125161	19.781595088187	19.2373843559751	19.5165514774534	19.588338495045	19.3534652153065	20.1077922626351	19.526643513033	19.644300316263	19.3900704174254	19.2232109594528	19.6610416455571	19.6254888579754	19.9381670944493	19.7729720927623	19.9332182192695	20.1689350286516	19.5592229586954	19.6301239011842	20.0021604691399	19.5544598235882	20.2594400960262	19.4532122423313	19.6758551607861	19.588961695281	19.667739834855	19.2395680636329	19.7287390589812	19.5899892621833	19.2471844021924	19.3914470987003	19.9579680980759	19.9373690822179	20.262601397321	19.6437731074866	20.3717601726779	19.6128251986345	19.4581150350758	20.1859267389885	19.4037407620389	19.3433749724295	19.6627029794262	19.6381406405623	19.4836432112278	19.5428914931008	19.4658629171496	19.4841236968744	19.3638909204048	19.5590752077379	19.2544206530573	20.1288989485072	19.8911991025312	20.2801999481835	19.9602985063989	19.6004484366483	20.3419677906242	19.7135695827811	19.5436134039915	19.5658256401948	20.102660059951	19.5764397027991	19.5680778864501	20.0168279621254	19.4953473856937	19.3011769743081	19.2676440351531	19.2563154491906	19.1988789968853	19.4641125301842	19.2388878130041	20.3107867514901	19.3431776187628	20.0412677928057	19.6631053340427	19.5664567471219	19.5261178170646	19.4384125865332	20.2760260646269	20.162719570965	19.4393625945514	19.6358317938709	19.7385814567699	19.5635148472798	19.7283913133104	19.4773333128375	19.567174210686	19.5677615637248	19.5226302659093	19.4358425306063	19.4715954170137
P0AAS3	19.2779143321979	19.5787582343536	19.2327761359254	19.4990246085155	19.2154604870783	19.4298856041029	19.0048465873592	18.5709509737171	19.1604111319227	19.1619141444541	18.6791755562868	19.0522025020469	18.6297754180039	19.0621573317461	19.0385958077454	18.8423608122327	19.0855887445462	19.124313411413	18.5425525985645	18.9315808579806	19.4991363286073	18.8072004550856	19.2664717421691	18.8635368524169	19.4194984954517	18.5914673847324	18.4221520692542	18.9432054982253	18.8391390147668	19.4058114234917	19.1423868626488	19.2569207055375	19.3253616544357	19.2932168532736	18.3744016284179	19.4302032805566	19.2681226683188	18.8009872183871	19.3731196558626	19.2152997709507	19.3406791749963	19.206905582628	18.9314287276362	19.9904601190807	19.5264193747266	18.8184369062144	19.5930512918364	19.1269943528593	19.0283485445924	18.9713402292202	18.5863696975574	18.9189531735287	18.7609114900967	18.6046774264733	19.0131345079339	18.6805762238237	18.8227139842053	18.7039561578039	19.4018364213194	19.5337365898954	19.2881949557274	19.5937361792604	19.5043455304983	19.4743101833406	19.4648192539274	19.8395655596358	19.6497236679562	19.0923657934716	19.1586057901352	18.5471298387529	18.6923045499795	18.7355022646654	18.8210381536861	18.1525797744012	18.2545185983071	18.4534510949884	18.6810771965878	18.77584401095	19.1410132184847	19.2360818381158	19.6728963140601	19.6869521327826	19.5277657590958	19.53601911023	19.0583586541833	19.7703368622147	19.3475841974169	19.1395980178999	18.0260084279188	18.1458661246152	18.9996600502432	18.8829165801658	18.9180251587579	18.871013856626	18.8580665545432	18.8232184921902	18.8526855444072	18.6665039098193
P0AAS7	21.8405358092773	21.9879391998615	21.8883926031637	21.7459913305703	21.7015967778676	21.6991272423494	22.1324728324835	22.8043583369792	22.0052139052416	21.7250244671533	22.0470860409698	22.2417111005108	21.9126955968813	21.9318699204985	22.07134443764	21.8435360645965	22.0885291465003	21.9762316442728	21.7933948684228	22.0949047019723	21.8845771151865	22.0561302293138	22.448924763683	22.2310258304916	21.880955301588	22.088956816343	22.2037073321352	21.9189723105113	22.3592812020522	22.5931574059649	22.231694854625	21.9095459069341	22.184269454015	21.4867385833011	20.9835488665236	21.9280201660146	21.9480169019662	21.6639802949226	21.725955281678	22.4179124933856	22.2138756796078	21.937454487897	21.9903178273758	22.1287029938227	22.1973225207442	22.0456826885625	21.5578783972807	22.2201966296022	22.2511876194858	21.8743249629546	21.897545143769	21.4310141061022	21.8028870700212	21.5643317428239	21.7103060779818	21.7350008582973	22.0471176918121	22.5057523143498	21.8047769578037	21.7462112196437	22.4579931418886	21.829484570926	21.7081256584753	22.0882470011047	21.7864362575373	21.5064953618929	21.4312867109956	21.8718460581038	21.9877276081912	22.2519407355045	22.1127299929064	22.0218770765001	22.1854104120145	22.2100222055213	22.0189287400945	22.2189129568523	22.1980871737251	22.1426737605386	22.0172832096067	22.1330797291542	22.0634651970207	21.9444400693416	21.8290756002378	21.9150744716754	21.9462960576431	21.6151914907104	21.9985305617148	21.9825370276647	22.1902578706485	22.005942809221	22.0861563688563	21.8034436083155	22.0160984871176	22.063306459853	22.2269067983451	21.8782508301623	21.9793612212961	21.8895856612382
P0AAT2	20.6655120677195	20.6422608311972	20.391424678559	20.3675470108075	20.7657443821819	20.4640040156767	20.5052143989306	20.9259553750296	20.5442148776981	20.3565783846772	19.9020194075428	20.1609607569125	20.0537317140619	19.7509607603278	20.0745455808451	20.0557615545634	20.1722900311021	20.1155966969795	19.9120728740521	20.0481277280313	20.4135499029792	20.6660920284993	20.4549378640439	20.615913155292	20.5331134959645	20.5001203878919	20.500190052291	20.479309169543	20.7418714773397	20.5937534495498	20.102465762314	20.1752920936517	20.271385848396	19.9724390291669	19.2328030171841	20.0897874596536	20.2163915105865	20.2188616396839	20.0700989845119	21.0191526952312	20.5948765352573	20.6450039618067	20.3009785524208	20.885858208091	20.695335805591	20.4859814125003	20.4421439962714	20.6993949524182	20.1619085186438	19.8843009475888	20.0844726394713	19.6675721881154	19.82389079962	19.6173326614165	19.929640817098	19.9990199070088	20.2176132116462	20.0910979309258	20.5824472433263	20.3197113426586	20.7256606273716	20.3940638633389	20.4193983318889	20.6581913444739	20.3710604624339	20.227101586678	19.95759739537	20.4969729974278	19.9817079129353	20.0303781969454	20.3658693543449	20.0743311857327	20.2731803133103	20.3180882714091	20.0591308718841	20.2250964753894	20.2810918207455	20.0494542926931	20.6006081001982	20.7805280955024	20.303503190282	20.8064376722431	20.2604461391034	20.7049909575963	20.5637167312262	20.2533612389634	20.757056510138	20.5197941945559	20.3279619732257	20.0790247396147	20.1923960859016	19.9296092487218	19.8851122220145	20.1677185377431	20.0744464462746	19.9121202228735	19.8013919537824	19.9065652872199
P0AAT4	19.5682371431301	19.8767530656666	19.8462777049581	19.5380423527788	19.2652657939331	19.565541700541	19.8080476987199	19.2381684926291	19.7650047927198	19.5168676626265	20.0839415025775	20.26001943998	20.1245238335018	19.5405687306916	20.1963009674518	20.0668198926683	20.302218124358	20.3087880359675	19.8803222207003	20.2604272657629	19.8349398425181	19.8741671840389	19.7455875931437	19.955959776557	19.3692163223855	19.5077715875846	19.9218251189019	19.2679580307674	19.9569792865822	19.554431904343	20.0744050125993	20.1053210322468	20.3447764109421	19.581388040271	19.6374975086338	20.0720872431017	20.0988438856183	19.9293754614735	20.1694438911106	19.4113235889543	19.5868578793653	19.7102574454439	19.6058404124001	19.7464342764551	19.4803331371815	19.5871661520273	19.7961333217021	19.5250464418572	19.7928864677727	20.24044351671	20.1118447243434	20.0755000360952	20.0613119433556	20.1034822482436	20.1774312275747	20.0942042920599	19.9859523120367	20.2687642042375	19.8360909255557	19.9169815329458	19.7433564021357	19.8663057485415	19.8531465109754	19.7610778933891	19.8024306394475	19.7975554209702	19.7670344811749	19.6413282803351	20.0417358326952	19.991578759414	19.5852706576142	19.9792472709324	19.9292093201233	19.8950261964355	20.0220997501106	19.9272126619359	19.6802619444655	19.9712520584842	19.4162187473767	19.1057878478602	19.8190043153955	19.7935424640132	19.4949647281766	19.660954569811	19.4621353777042	19.6067624528	19.7757981585695	19.6826328818177	20.0637406814236	19.9152120245863	20.4049068047099	20.1329452570161	19.9636798357197	20.1931305360093	20.2485971167606	20.1530693706956	20.2131963140262	19.9372419826304
P0AAT6	21.4363329984306	21.4894564470958	21.6465772511474	21.5590142446293	21.2875363650564	21.5197353802081	21.7168178757052	22.1358218217442	21.7047972917076	21.4977055182066	22.0075306586615	22.2992376363614	22.1284923788431	22.1613823142981	22.233132676591	22.0467893589634	22.1543438080611	22.102741504954	22.0291814391086	22.1224568861697	21.1878066669659	21.9113910737209	21.6812366312082	21.50550730559	21.5755189939015	21.6111266402163	22.0793481097161	21.6405232625286	21.765501300735	21.5616991477676	22.19745375478	22.0329227655344	22.1240945619152	21.9843558213065	22.1527673974734	21.8837097250346	22.1613348861746	22.0476829146482	22.1071557989798	21.9190350562356	21.6768068192666	21.7144844613325	21.8818548528533	21.4817160041483	21.7767516965243	21.9162656366045	21.2936491248235	21.8561410406015	22.1742531866683	22.0533415527171	22.175724527929	21.927371944844	22.0803850205063	21.693402692972	22.0433717446131	21.9561877249818	22.0423723978999	21.9865949634154	21.2912524954579	21.5254443942431	21.6860902585813	21.7156423572049	21.4865313604659	21.5124971704367	21.643525072906	21.4636308665454	21.5698815497692	21.3054740284349	22.1762558411615	22.3414589430735	22.1554131478544	22.061420679732	22.3850122364239	22.2687924469474	22.1640512561016	22.1934616866273	22.2650065194783	22.0849220105156	21.4551180290183	22.1412576076969	21.5748897327689	21.7164694709414	21.7477014131649	21.8135122826853	21.8768923777984	21.5790544453532	21.3907560169459	21.7773868546904	22.1137295747719	21.9917946676977	22.2753301907267	21.9558614203204	21.9317406886002	21.899986568315	22.0227301830794	21.9411202563482	22.0006183666611	22.0903040607651
P0AAT9	22.8285669089743	22.5821195457868	22.8346305314183	22.6726552333543	23.0755998854823	22.7111845732149	22.6890533280507	23.2923897405606	22.6436948430223	22.6854388418335	22.0492855104262	22.2429639917655	21.9318584443834	22.192530790319	21.923023968964	22.0483669294559	21.9775657183081	21.8624676388677	22.0064995926763	21.9994790008486	22.8196316068445	22.6456551847096	23.0313399826877	22.7086100437498	22.7383702281555	22.8330970959512	22.7855451248986	22.4678014034088	22.8646102564077	22.9923932236504	22.272855391685	21.9972584765774	22.0045775052789	22.0195542119993	22.1657948066807	21.9784506570602	22.0102676155681	21.7535088607469	22.2027366568162	23.3366659709465	23.0071222979326	22.9224978372714	23.0640639725882	22.946509169946	22.9545950366785	23.22704511896	22.6671631715083	23.0891029642807	22.0237823200338	21.8397085398109	21.7973273658133	21.7088511903237	21.7555025907522	21.5872982030787	21.7336284738697	21.7491086318096	22.104338335076	21.8521601602213	22.8655033127795	22.8197071457231	23.4048508991427	22.8923719370819	22.6604664979144	23.0563349224234	22.7033434337253	23.1116960633941	23.0310882592394	22.982798839788	21.8964377103728	21.8880439971502	21.7514823213228	21.7516861351765	21.9990169964928	22.1834529105508	21.8507628574767	21.751991825654	21.8990611477234	21.7661664268444	22.6999452484012	22.728074351842	22.6070098942912	22.9109010500687	22.9444473516265	22.7362060861786	22.7175141192741	22.5185018540386	22.8794194922887	22.7505985636955	22.3411071864521	21.9064611553705	22.3808964112909	22.0932434214118	22.0552047097379	21.9123931439434	22.086609179257	21.8361800154333	22.0967050761116	22.0454474247184
P0AAU2	17.3053540883825	17.6595326100544	18.0684816659516	16.9380593063912	16.2902716654605	17.0714300550973	17.9562940957676	18.4338857416671	17.4151773208919	16.8069895133282	17.7284415509894	18.0883252778625	17.9841528264927	17.0275847485891	18.3634514720234	17.8523158044854	18.1549880635069	17.7107994933764	17.0870404657389	18.189745147093	17.8330129526187	17.9677490098732	17.1675481798752	17.4373749448741	18.0166129415509	17.0861021203502	17.3401429209308	17.6659179142637	17.4052502093938	17.5097816714263	17.2604883981397	18.203177109894	17.6612841686308	17.690301444685	17.2078502572698	17.0419161619645	17.7750290757333	18.1650588583129	18.07917479006	17.0901253084775	17.0720771954687	17.6443076614796	16.2666056730229	17.8598243829797	17.0331525558417	16.6687262112488	17.651618297054	17.5673690332291	17.6462158335868	17.9371725153035	18.0023852231391	18.3149348194087	17.9164591976014	18.2459031602891	18.0161575107429	18.192547432955	18.0186894992488	17.6625760959364	18.0300408384046	17.761168448895	18.3245104175814	17.1257944172712	17.8917617410406	17.7472425905809	17.4953314375971	17.246433903457	18.053882159809	17.5571759305691	17.6643270335985	17.6078150784874	17.5835481181937	17.1188889448227	17.4486386342765	17.9208322699778	17.0522759485936	17.6005196302702	17.376472526009	17.6686153272209	17.9285909541882	16.2792169682356	17.3850229038269	17.0315178117982	17.0690006182248	16.7087475281195	16.6263331633379	16.7763798249205	17.3153784028894	16.5480941136036	18.389220486432	17.9088782644833	17.9213166686384	18.3592835562503	18.093998703187	18.2605920792108	18.4967082081722	18.422780680219	18.5157170788404	18.3001787546744
P0AAU7	19.4680472493456	19.2100358748295	19.0784539845565	19.264507108487	19.8379747615925	19.2177054172467	19.0223005440432	19.8880216593984	19.3637752240929	19.1724639076918	19.6288121125005	19.4765731310911	19.4146317510257	19.4754152678373	19.2938119319851	19.4254226624079	19.3463923031486	19.4064075366016	19.6623523603858	19.4296557939675	19.2399791540913	19.4500765688552	19.4546581881942	19.5116025794033	19.0842106691346	19.2282474459014	19.4842495080726	19.3625073404665	19.6458805022882	19.6236245021009	19.6195842336368	19.522214710089	19.7665434132826	19.1543390287539	19.1227141668264	19.348525535275	19.5666463734328	19.4555899756979	19.0863778556254	19.8213601639607	19.5612383928364	19.5162755727584	19.6160138584096	19.578533625296	19.5866620211359	19.4010329359568	18.9931670445836	19.7910599850552	19.7508347154609	19.3507497079093	19.1734601272125	19.0373760938766	19.1692233001787	19.0505091046463	19.2942341226313	19.2332074618899	19.3882928261609	19.4353109458611	19.2779491363976	19.2788253430711	19.8813784057437	19.1933369321858	19.1817376134376	19.5089936758262	19.2431923897868	18.8458513141428	19.2019525427761	19.4009481039781	19.183215375115	19.5190532495464	19.4702769160288	19.4227733278078	19.5814549495472	19.6078237192982	19.535052447939	19.6323780724434	19.5589607657333	19.5141326099002	19.545230426655	19.73885942998	19.3508838796484	19.7242746639722	19.4904795516893	19.3775037629174	19.2514706664405	18.9384554991409	19.3761546128082	19.553848064664	19.662308051261	19.4384727897976	19.3169449278672	19.1088145705899	19.2139177133662	19.5234844358527	19.5709292983343	19.4692705180342	19.4151237844912	19.0119987644487
P0AAV4	20.775927849971	21.0075319992981	21.1492098452763	20.7508844898761	20.4081229827974	20.7218324624844	21.0087779089547	20.8249444280276	21.0725226398621	20.519621897518	20.697277832129	20.6841646682139	20.7896168609018	20.0336578224678	20.8664686429263	20.6886907978747	20.9224179182545	20.9320324553885	20.5680572659002	20.7551580324622	20.9122251474271	20.7009319819625	20.8239790058134	20.8956855947008	20.8247677097901	20.9215322209152	20.8559056650178	20.7177085454043	20.8694356708355	20.9238736795246	20.731805493933	20.8079691557124	21.0240045259108	20.2358749789182	20.3283972445962	20.9320155641185	20.6519807340121	20.6723503194522	20.6931275074382	20.7785680544004	20.8172424102789	21.0922419074202	20.7284980103213	21.0465918825104	20.8210646505864	21.0842495574964	20.9390383998594	20.8283115242194	20.6188905111638	20.8407253218514	20.6151142977029	20.5916814929443	20.4043153640418	20.6244782293169	20.7485190178106	20.6940341542401	20.5155787596774	20.5548793069689	20.971181055198	20.9778150436532	20.8127021878718	20.8239516813536	21.2573481685912	20.7624722164782	20.8303803948395	20.9199929245186	20.6657376345103	20.7764182979041	20.5168098999917	20.5430208825236	20.7420837875882	20.5320829855411	20.7024463814087	20.7925109209668	20.9143875721738	20.5856869018193	20.5486487105181	20.522885894158	20.7942611072006	20.3016288289055	20.8808348450602	20.7368525074519	20.8925636711668	20.8312273480716	20.5986295381242	20.7971510224338	20.9409478677828	20.5448832810989	20.8346896455635	21.0631841506964	20.8416169915375	20.5500971854001	20.5684347224809	20.7029147736422	20.8919102882885	20.7854514346081	20.8618648445371	20.8122015158315
P0AAV6	21.50359828656	21.6500149097416	22.7659159940195	22.1800457481351	22.0735039331799	22.0933450909309	21.8541423481569	21.6560283901739	21.9729815891758	21.4932409914412	19.8471948097252	20.7205423196658	20.128966474691	20.261442668217	20.4652611694519	20.4707884444526	20.1860921836816	19.5303394763914	20.0219834297608	19.7821126792679	21.7415710557367	22.0416507671232	22.0692975466936	21.7057750023296	21.8894272093178	22.0156805225378	22.3013706208455	21.7037886170545	21.9856792219805	21.4833633101155	20.0084368039109	20.5869923541173	20.330189797095	20.5377794579791	20.3125896729166	19.5405175347357	20.2488214901003	20.1211346815122	20.148727815752	22.4052121870228	22.0855123072358	21.7746273989863	22.4777857843759	21.3671536858282	22.2427644578484	22.7441210386347	21.099027858918	22.5496652978876	20.2430403370639	20.1596870852259	20.0049150956446	19.9576014086049	20.2554653881906	19.6335137960518	20.1710698129723	19.903120233495	19.9496300717078	19.666974979504	21.3105574175254	22.1739248414924	21.9676171822223	22.2772221150723	22.2618918745337	21.4540408431817	22.1147341078368	22.8121305982017	22.4411630421897	21.474711085854	20.1842563960815	20.0187786273626	19.9559927291547	20.131600778901	20.0771107240803	20.2836335209091	20.6049560692393	20.0015626711346	19.9553615334891	19.2145944460292	21.7238459100846	22.9316271407842	22.1198297174341	22.1035883104125	22.6533619496199	22.581213320572	22.661977534859	21.7153508588182	21.9536464701665	22.24354557167	19.9849478056233	19.7964511792833	20.2295272990492	19.936827975991	19.875006088944	19.8893031266524	19.7089947206575	19.4837365570877	19.6179155607077	19.4991357303177
P0AAW1	19.6805058149907	19.5095926510639	19.9183655115296	19.7712195047416	19.5662382958015	19.7193943547963	19.4315040898537	19.3208066236651	19.5594261824546	19.5901277727567	19.7003343851123	19.7146644183743	19.7351660466968	19.7170455236562	19.5807922237697	19.6998563221808	19.6488035132869	19.5172827257603	19.8208414695292	19.6163671953692	19.7021694688451	19.635166569212	19.5444482692279	19.5424689858265	19.6079932044818	19.8654623492489	19.7021233171406	19.6160111530905	19.5747456705274	19.46513883715	19.7831967929332	19.9721303928382	19.6778914756465	19.4954338427024	19.487214350795	19.4746013212815	19.5964213777952	19.7490360748313	19.6230489303338	19.3458775010463	19.4012224362006	19.5048834929899	19.6837052708637	19.4666742482567	19.4320027244532	19.7208107641107	19.3596469939968	19.4972471062533	19.7295427739578	19.7648689855821	19.793246284382	19.9102923160092	19.8148915139681	19.843992578643	19.7767998659686	19.717736870808	19.8492831907381	19.6155318249785	19.5303140485304	19.4330570133601	19.3270962127031	19.6662341988151	19.5138322142437	19.4982540510221	19.7075284140603	19.9863783023989	19.8231880363498	19.5019994356049	19.6647754508568	19.6701502799833	19.696143284298	19.8123194834785	19.5818847980486	19.7017088704275	19.7991295577867	19.6521575958827	19.6567331920493	19.5956580370032	19.4713762438607	19.7735043687473	19.6320840871092	19.4202254777338	19.7015804791764	19.8795309568669	19.6663882395539	19.2689455653827	19.5229159432088	19.6597258524274	19.5682940968029	19.611132749314	19.7331970683642	19.6539888128779	19.6940225575603	19.6448746035156	19.7775776184829	19.6878862579659	19.5080547967219	19.8755443301747
P0AAX3	20.2579946630052	19.6535513707489	19.2571807817591	19.8736283006594	20.7557535113682	20.0897214445937	19.7601876025096	20.1589926714256	20.0235518816	19.7955065269956	21.02230174978	20.7867369078293	20.893952196604	20.593029222953	20.7552743869335	20.9083015053728	20.7782450340425	20.6190363994373	20.7429959790206	20.6316574753512	19.9894045594397	19.8494452937675	20.0853957605772	20.1762197306616	19.4551947877757	19.8550635620349	20.0920796684731	19.3647636033534	20.3412157317892	20.2853733255794	21.3807034584538	21.0939664769536	21.2747022155888	20.0932614409083	20.052777418884	21.159687850427	20.868803147116	20.9368247434738	20.382338705598	20.6595613930097	20.3129534333695	19.9831490506023	20.1542328329487	20.5018029268474	20.3805531471234	19.8816345643009	19.7287242955496	20.469410859423	20.7844510421079	20.4316421444788	20.8084035402838	20.4427123509335	20.8920587681606	20.0257558795374	20.6813992200466	20.6254722174682	20.3971639317927	20.2206424920066	19.9479349916492	19.3189448068148	20.0300922405098	19.8942075212377	20.1904565333861	19.9087107768732	20.234666981934	19.9834575702114	20.4177840905053	19.7616484455394	21.1452919717141	21.028801625049	21.1267293808249	20.0430430006632	20.8492338383241	20.907672606606	20.7282989890209	20.8617540978459	20.6805233107238	20.3141820326634	20.6158270117735	19.8832419256308	20.0090374904052	19.3240162798238	19.013579890599	19.6210952746932	19.7759627774609	19.9287482876243	19.856401155087	19.6421864058264	20.9256335792925	21.4402877432127	21.0599751617906	20.984403604088	20.7304584502313	21.0420764603325	20.8916419364927	21.0414293852552	20.813598085531	20.8759097258874
P0AAX8	23.0823927249501	22.9797650243555	22.806913652613	22.958145350895	23.0330558922732	22.9852541454406	22.8262320754052	22.9055744997232	22.8846184407634	22.8597890688139	22.7743614855297	22.8907681891387	22.6523588731528	23.0897631439561	22.7608278151136	22.8000757362041	22.6835950222023	22.7064281419765	22.8400989753096	22.8317768105769	23.0613927235438	22.9303454514988	22.9098772253044	23.0902342125189	22.7051484639953	22.9267718188549	22.995013031221	22.8154198431067	23.0588843960759	22.8896501373339	22.9518388284787	22.7279191375778	22.9979226751319	22.6816790479456	22.6100327320677	22.7963104149583	22.8914893034971	22.6050361037587	22.847051978442	23.0852350912145	22.8824750066312	22.932186197415	22.6394294208697	23.0373668553562	22.8985579218839	22.8246081919322	23.0357006169036	23.0237159910185	22.9151310868989	22.7605097747955	22.8834437950931	22.70433619359	22.8186753025024	22.6521842396463	22.7510077053815	22.7856108342201	22.9499139055004	22.8490477656999	22.9820694629129	22.8185195579922	22.9417528707268	22.8725329246754	22.7714509951109	22.9467936116174	22.8440216493782	23.0409661443857	22.7415495644383	23.0545176962159	22.8512468015828	22.8332687292972	22.7502408664748	22.6656958893574	22.8825680046392	23.0302470664291	22.8732780745566	22.7195905341102	22.8478302694183	22.8783989905417	22.8731501511848	23.1614615181496	22.9184558735941	22.9134358224875	22.8623019082711	22.9437409555546	23.0759903203752	22.9033826471057	23.0696560277426	23.0107249910446	22.8340132894678	22.6016341777006	22.9026051049787	22.6012254348131	22.8404998946624	22.7797702789108	22.7910800762669	22.7009288075409	22.7591150773446	22.7748130149948
